"","infection_time","interaction","name","selected","shared interaction","shared name"
"222","4","interacts with","52.0 (interacts with) 170.0","false","interacts with","52.0 (interacts with) 170.0"
"221","-1","interacts with","52.0 (interacts with) 359.0","false","interacts with","52.0 (interacts with) 359.0"
"220","-1","interacts with","52.0 (interacts with) 364.0","false","interacts with","52.0 (interacts with) 364.0"
"219","-1","interacts with","52.0 (interacts with) 291.0","false","interacts with","52.0 (interacts with) 291.0"
"218","-1","interacts with","52.0 (interacts with) 169.0","false","interacts with","52.0 (interacts with) 169.0"
"217","-1","interacts with","52.0 (interacts with) 100.0","false","interacts with","52.0 (interacts with) 100.0"
"216","4","interacts with","52.0 (interacts with) 42.0","false","interacts with","52.0 (interacts with) 42.0"
"215","-1","interacts with","52.0 (interacts with) 51.0","false","interacts with","52.0 (interacts with) 51.0"
"214","-1","interacts with","52.0 (interacts with) 26.0","false","interacts with","52.0 (interacts with) 26.0"
"213","3","interacts with","52.0 (interacts with) 231.0","false","interacts with","52.0 (interacts with) 231.0"
"212","-1","interacts with","350.0 (interacts with) 379.0","false","interacts with","350.0 (interacts with) 379.0"
"211","-1","interacts with","350.0 (interacts with) 349.0","false","interacts with","350.0 (interacts with) 349.0"
"210","-1","interacts with","350.0 (interacts with) 348.0","false","interacts with","350.0 (interacts with) 348.0"
"209","-1","interacts with","350.0 (interacts with) 275.0","false","interacts with","350.0 (interacts with) 275.0"
"208","-1","interacts with","350.0 (interacts with) 367.0","false","interacts with","350.0 (interacts with) 367.0"
"207","-1","interacts with","70.0 (interacts with) 355.0","false","interacts with","70.0 (interacts with) 355.0"
"206","-1","interacts with","70.0 (interacts with) 350.0","false","interacts with","70.0 (interacts with) 350.0"
"205","-1","interacts with","70.0 (interacts with) 348.0","false","interacts with","70.0 (interacts with) 348.0"
"204","-1","interacts with","70.0 (interacts with) 303.0","false","interacts with","70.0 (interacts with) 303.0"
"203","-1","interacts with","70.0 (interacts with) 214.0","false","interacts with","70.0 (interacts with) 214.0"
"202","-1","interacts with","70.0 (interacts with) 119.0","false","interacts with","70.0 (interacts with) 119.0"
"201","-1","interacts with","70.0 (interacts with) 75.0","false","interacts with","70.0 (interacts with) 75.0"
"200","-1","interacts with","70.0 (interacts with) 73.0","false","interacts with","70.0 (interacts with) 73.0"
"199","-1","interacts with","70.0 (interacts with) 72.0","false","interacts with","70.0 (interacts with) 72.0"
"198","-1","interacts with","70.0 (interacts with) 169.0","false","interacts with","70.0 (interacts with) 169.0"
"197","-1","interacts with","70.0 (interacts with) 100.0","false","interacts with","70.0 (interacts with) 100.0"
"196","-1","interacts with","70.0 (interacts with) 183.0","false","interacts with","70.0 (interacts with) 183.0"
"195","-1","interacts with","70.0 (interacts with) 21.0","false","interacts with","70.0 (interacts with) 21.0"
"194","-1","interacts with","70.0 (interacts with) 67.0","false","interacts with","70.0 (interacts with) 67.0"
"193","-1","interacts with","70.0 (interacts with) 8.0","false","interacts with","70.0 (interacts with) 8.0"
"192","-1","interacts with","323.0 (interacts with) 119.0","false","interacts with","323.0 (interacts with) 119.0"
"191","-1","interacts with","323.0 (interacts with) 69.0","false","interacts with","323.0 (interacts with) 69.0"
"190","-1","interacts with","323.0 (interacts with) 319.0","false","interacts with","323.0 (interacts with) 319.0"
"189","-1","interacts with","313.0 (interacts with) 23.0","false","interacts with","313.0 (interacts with) 23.0"
"188","-1","interacts with","313.0 (interacts with) 314.0","false","interacts with","313.0 (interacts with) 314.0"
"187","-1","interacts with","313.0 (interacts with) 250.0","false","interacts with","313.0 (interacts with) 250.0"
"186","-1","interacts with","166.0 (interacts with) 164.0","false","interacts with","166.0 (interacts with) 164.0"
"185","-1","interacts with","166.0 (interacts with) 61.0","false","interacts with","166.0 (interacts with) 61.0"
"184","-1","interacts with","165.0 (interacts with) 26.0","false","interacts with","165.0 (interacts with) 26.0"
"183","-1","interacts with","165.0 (interacts with) 166.0","false","interacts with","165.0 (interacts with) 166.0"
"182","-1","interacts with","165.0 (interacts with) 164.0","false","interacts with","165.0 (interacts with) 164.0"
"181","-1","interacts with","154.0 (interacts with) 26.0","false","interacts with","154.0 (interacts with) 26.0"
"180","-1","interacts with","128.0 (interacts with) 83.0","false","interacts with","128.0 (interacts with) 83.0"
"179","5","interacts with","128.0 (interacts with) 170.0","false","interacts with","128.0 (interacts with) 170.0"
"178","-1","interacts with","128.0 (interacts with) 217.0","false","interacts with","128.0 (interacts with) 217.0"
"177","-1","interacts with","128.0 (interacts with) 334.0","false","interacts with","128.0 (interacts with) 334.0"
"176","-1","interacts with","128.0 (interacts with) 341.0","false","interacts with","128.0 (interacts with) 341.0"
"175","-1","interacts with","126.0 (interacts with) 221.0","false","interacts with","126.0 (interacts with) 221.0"
"174","-1","interacts with","126.0 (interacts with) 71.0","false","interacts with","126.0 (interacts with) 71.0"
"173","-1","interacts with","126.0 (interacts with) 236.0","false","interacts with","126.0 (interacts with) 236.0"
"172","1","interacts with","126.0 (interacts with) 104.0","false","interacts with","126.0 (interacts with) 104.0"
"171","-1","interacts with","47.0 (interacts with) 42.0","false","interacts with","47.0 (interacts with) 42.0"
"170","-1","interacts with","47.0 (interacts with) 95.0","false","interacts with","47.0 (interacts with) 95.0"
"169","-1","interacts with","47.0 (interacts with) 236.0","false","interacts with","47.0 (interacts with) 236.0"
"168","-1","interacts with","47.0 (interacts with) 177.0","false","interacts with","47.0 (interacts with) 177.0"
"167","-1","interacts with","46.0 (interacts with) 277.0","false","interacts with","46.0 (interacts with) 277.0"
"166","-1","interacts with","46.0 (interacts with) 93.0","false","interacts with","46.0 (interacts with) 93.0"
"165","-1","interacts with","46.0 (interacts with) 135.0","false","interacts with","46.0 (interacts with) 135.0"
"164","-1","interacts with","46.0 (interacts with) 351.0","false","interacts with","46.0 (interacts with) 351.0"
"163","-1","interacts with","44.0 (interacts with) 145.0","false","interacts with","44.0 (interacts with) 145.0"
"162","-1","interacts with","44.0 (interacts with) 106.0","false","interacts with","44.0 (interacts with) 106.0"
"161","-1","interacts with","44.0 (interacts with) 275.0","false","interacts with","44.0 (interacts with) 275.0"
"160","-1","interacts with","15.0 (interacts with) 67.0","false","interacts with","15.0 (interacts with) 67.0"
"159","-1","interacts with","15.0 (interacts with) 168.0","false","interacts with","15.0 (interacts with) 168.0"
"158","-1","interacts with","15.0 (interacts with) 231.0","false","interacts with","15.0 (interacts with) 231.0"
"157","-1","interacts with","15.0 (interacts with) 135.0","false","interacts with","15.0 (interacts with) 135.0"
"156","10","interacts with","15.0 (interacts with) 81.0","false","interacts with","15.0 (interacts with) 81.0"
"155","-1","interacts with","15.0 (interacts with) 26.0","false","interacts with","15.0 (interacts with) 26.0"
"154","11","interacts with","15.0 (interacts with) 214.0","false","interacts with","15.0 (interacts with) 214.0"
"153","-1","interacts with","15.0 (interacts with) 368.0","false","interacts with","15.0 (interacts with) 368.0"
"152","-1","interacts with","15.0 (interacts with) 176.0","false","interacts with","15.0 (interacts with) 176.0"
"151","-1","interacts with","15.0 (interacts with) 46.0","false","interacts with","15.0 (interacts with) 46.0"
"150","-1","interacts with","14.0 (interacts with) 221.0","false","interacts with","14.0 (interacts with) 221.0"
"149","-1","interacts with","14.0 (interacts with) 368.0","false","interacts with","14.0 (interacts with) 368.0"
"148","11","interacts with","14.0 (interacts with) 15.0","false","interacts with","14.0 (interacts with) 15.0"
"147","-1","interacts with","13.0 (interacts with) 51.0","false","interacts with","13.0 (interacts with) 51.0"
"146","-1","interacts with","13.0 (interacts with) 375.0","false","interacts with","13.0 (interacts with) 375.0"
"145","-1","interacts with","13.0 (interacts with) 274.0","false","interacts with","13.0 (interacts with) 274.0"
"144","-1","interacts with","13.0 (interacts with) 18.0","false","interacts with","13.0 (interacts with) 18.0"
"143","-1","interacts with","13.0 (interacts with) 17.0","false","interacts with","13.0 (interacts with) 17.0"
"142","-1","interacts with","13.0 (interacts with) 15.0","false","interacts with","13.0 (interacts with) 15.0"
"140","-1","interacts with","45.0 (interacts with) 116.0","false","interacts with","45.0 (interacts with) 116.0"
"139","-1","interacts with","45.0 (interacts with) 324.0","false","interacts with","45.0 (interacts with) 324.0"
"138","-1","interacts with","45.0 (interacts with) 177.0","false","interacts with","45.0 (interacts with) 177.0"
"137","-1","interacts with","45.0 (interacts with) 47.0","false","interacts with","45.0 (interacts with) 47.0"
"136","-1","interacts with","45.0 (interacts with) 46.0","false","interacts with","45.0 (interacts with) 46.0"
"135","-1","interacts with","45.0 (interacts with) 15.0","false","interacts with","45.0 (interacts with) 15.0"
"134","-1","interacts with","30.0 (interacts with) 356.0","false","interacts with","30.0 (interacts with) 356.0"
"133","-1","interacts with","30.0 (interacts with) 349.0","false","interacts with","30.0 (interacts with) 349.0"
"132","-1","interacts with","30.0 (interacts with) 150.0","false","interacts with","30.0 (interacts with) 150.0"
"131","-1","interacts with","30.0 (interacts with) 92.0","false","interacts with","30.0 (interacts with) 92.0"
"130","-1","interacts with","30.0 (interacts with) 83.0","false","interacts with","30.0 (interacts with) 83.0"
"129","-1","interacts with","30.0 (interacts with) 104.0","false","interacts with","30.0 (interacts with) 104.0"
"128","-1","interacts with","30.0 (interacts with) 33.0","false","interacts with","30.0 (interacts with) 33.0"
"127","-1","interacts with","30.0 (interacts with) 18.0","false","interacts with","30.0 (interacts with) 18.0"
"126","-1","interacts with","127.0 (interacts with) 23.0","false","interacts with","127.0 (interacts with) 23.0"
"125","-1","interacts with","127.0 (interacts with) 156.0","false","interacts with","127.0 (interacts with) 156.0"
"124","-1","interacts with","127.0 (interacts with) 189.0","false","interacts with","127.0 (interacts with) 189.0"
"123","-1","interacts with","127.0 (interacts with) 128.0","false","interacts with","127.0 (interacts with) 128.0"
"122","15","interacts with","86.0 (interacts with) 262.0","false","interacts with","86.0 (interacts with) 262.0"
"121","-1","interacts with","86.0 (interacts with) 89.0","false","interacts with","86.0 (interacts with) 89.0"
"120","-1","interacts with","86.0 (interacts with) 88.0","false","interacts with","86.0 (interacts with) 88.0"
"119","-1","interacts with","86.0 (interacts with) 85.0","false","interacts with","86.0 (interacts with) 85.0"
"118","-1","interacts with","86.0 (interacts with) 363.0","false","interacts with","86.0 (interacts with) 363.0"
"117","-1","interacts with","86.0 (interacts with) 239.0","false","interacts with","86.0 (interacts with) 239.0"
"116","-1","interacts with","86.0 (interacts with) 32.0","false","interacts with","86.0 (interacts with) 32.0"
"115","-1","interacts with","86.0 (interacts with) 26.0","false","interacts with","86.0 (interacts with) 26.0"
"114","-1","interacts with","86.0 (interacts with) 8.0","false","interacts with","86.0 (interacts with) 8.0"
"113","-1","interacts with","131.0 (interacts with) 85.0","false","interacts with","131.0 (interacts with) 85.0"
"112","-1","interacts with","131.0 (interacts with) 95.0","false","interacts with","131.0 (interacts with) 95.0"
"111","-1","interacts with","131.0 (interacts with) 23.0","false","interacts with","131.0 (interacts with) 23.0"
"110","-1","interacts with","131.0 (interacts with) 334.0","false","interacts with","131.0 (interacts with) 334.0"
"109","-1","interacts with","131.0 (interacts with) 24.0","false","interacts with","131.0 (interacts with) 24.0"
"108","-1","interacts with","131.0 (interacts with) 17.0","false","interacts with","131.0 (interacts with) 17.0"
"107","-1","interacts with","131.0 (interacts with) 26.0","false","interacts with","131.0 (interacts with) 26.0"
"106","-1","interacts with","131.0 (interacts with) 18.0","false","interacts with","131.0 (interacts with) 18.0"
"105","-1","interacts with","131.0 (interacts with) 136.0","false","interacts with","131.0 (interacts with) 136.0"
"104","-1","interacts with","131.0 (interacts with) 92.0","false","interacts with","131.0 (interacts with) 92.0"
"103","-1","interacts with","113.0 (interacts with) 303.0","false","interacts with","113.0 (interacts with) 303.0"
"102","-1","interacts with","113.0 (interacts with) 42.0","false","interacts with","113.0 (interacts with) 42.0"
"101","-1","interacts with","113.0 (interacts with) 40.0","false","interacts with","113.0 (interacts with) 40.0"
"100","-1","interacts with","113.0 (interacts with) 51.0","false","interacts with","113.0 (interacts with) 51.0"
"99","-1","interacts with","113.0 (interacts with) 95.0","false","interacts with","113.0 (interacts with) 95.0"
"98","4","interacts with","113.0 (interacts with) 52.0","false","interacts with","113.0 (interacts with) 52.0"
"97","-1","interacts with","113.0 (interacts with) 70.0","false","interacts with","113.0 (interacts with) 70.0"
"96","5","interacts with","113.0 (interacts with) 26.0","false","interacts with","113.0 (interacts with) 26.0"
"95","-1","interacts with","113.0 (interacts with) 352.0","false","interacts with","113.0 (interacts with) 352.0"
"94","-1","interacts with","113.0 (interacts with) 189.0","false","interacts with","113.0 (interacts with) 189.0"
"93","-1","interacts with","113.0 (interacts with) 131.0","false","interacts with","113.0 (interacts with) 131.0"
"92","5","interacts with","113.0 (interacts with) 112.0","false","interacts with","113.0 (interacts with) 112.0"
"91","-1","interacts with","16.0 (interacts with) 32.0","false","interacts with","16.0 (interacts with) 32.0"
"90","-1","interacts with","16.0 (interacts with) 47.0","false","interacts with","16.0 (interacts with) 47.0"
"89","12","interacts with","16.0 (interacts with) 201.0","false","interacts with","16.0 (interacts with) 201.0"
"88","-1","interacts with","16.0 (interacts with) 128.0","false","interacts with","16.0 (interacts with) 128.0"
"87","-1","interacts with","16.0 (interacts with) 65.0","false","interacts with","16.0 (interacts with) 65.0"
"86","-1","interacts with","16.0 (interacts with) 42.0","false","interacts with","16.0 (interacts with) 42.0"
"85","-1","interacts with","16.0 (interacts with) 126.0","false","interacts with","16.0 (interacts with) 126.0"
"84","-1","interacts with","16.0 (interacts with) 52.0","false","interacts with","16.0 (interacts with) 52.0"
"83","-1","interacts with","16.0 (interacts with) 231.0","false","interacts with","16.0 (interacts with) 231.0"
"82","-1","interacts with","16.0 (interacts with) 23.0","false","interacts with","16.0 (interacts with) 23.0"
"81","-1","interacts with","16.0 (interacts with) 70.0","false","interacts with","16.0 (interacts with) 70.0"
"80","-1","interacts with","16.0 (interacts with) 373.0","false","interacts with","16.0 (interacts with) 373.0"
"79","-1","interacts with","16.0 (interacts with) 313.0","false","interacts with","16.0 (interacts with) 313.0"
"78","-1","interacts with","16.0 (interacts with) 176.0","false","interacts with","16.0 (interacts with) 176.0"
"77","-1","interacts with","16.0 (interacts with) 154.0","false","interacts with","16.0 (interacts with) 154.0"
"76","-1","interacts with","16.0 (interacts with) 45.0","false","interacts with","16.0 (interacts with) 45.0"
"75","11","interacts with","16.0 (interacts with) 15.0","false","interacts with","16.0 (interacts with) 15.0"
"74","-1","interacts with","16.0 (interacts with) 13.0","false","interacts with","16.0 (interacts with) 13.0"
"73","-1","interacts with","5.0 (interacts with) 26.0","false","interacts with","5.0 (interacts with) 26.0"
"72","-1","interacts with","5.0 (interacts with) 113.0","false","interacts with","5.0 (interacts with) 113.0"
"71","-1","interacts with","5.0 (interacts with) 51.0","false","interacts with","5.0 (interacts with) 51.0"
"70","-1","interacts with","5.0 (interacts with) 100.0","false","interacts with","5.0 (interacts with) 100.0"
"69","-1","interacts with","5.0 (interacts with) 85.0","false","interacts with","5.0 (interacts with) 85.0"
"68","-1","interacts with","5.0 (interacts with) 13.0","false","interacts with","5.0 (interacts with) 13.0"
"67","-1","interacts with","5.0 (interacts with) 150.0","false","interacts with","5.0 (interacts with) 150.0"
"66","-1","interacts with","5.0 (interacts with) 170.0","false","interacts with","5.0 (interacts with) 170.0"
"65","-1","interacts with","5.0 (interacts with) 214.0","false","interacts with","5.0 (interacts with) 214.0"
"64","-1","interacts with","5.0 (interacts with) 374.0","false","interacts with","5.0 (interacts with) 374.0"
"63","-1","interacts with","5.0 (interacts with) 314.0","false","interacts with","5.0 (interacts with) 314.0"
"62","-1","interacts with","5.0 (interacts with) 298.0","false","interacts with","5.0 (interacts with) 298.0"
"61","-1","interacts with","5.0 (interacts with) 237.0","false","interacts with","5.0 (interacts with) 237.0"
"60","-1","interacts with","5.0 (interacts with) 236.0","false","interacts with","5.0 (interacts with) 236.0"
"59","-1","interacts with","5.0 (interacts with) 231.0","false","interacts with","5.0 (interacts with) 231.0"
"58","-1","interacts with","5.0 (interacts with) 204.0","false","interacts with","5.0 (interacts with) 204.0"
"57","-1","interacts with","5.0 (interacts with) 202.0","false","interacts with","5.0 (interacts with) 202.0"
"56","-1","interacts with","5.0 (interacts with) 201.0","false","interacts with","5.0 (interacts with) 201.0"
"55","-1","interacts with","5.0 (interacts with) 177.0","false","interacts with","5.0 (interacts with) 177.0"
"54","-1","interacts with","5.0 (interacts with) 176.0","false","interacts with","5.0 (interacts with) 176.0"
"53","-1","interacts with","5.0 (interacts with) 47.0","false","interacts with","5.0 (interacts with) 47.0"
"52","-1","interacts with","5.0 (interacts with) 46.0","false","interacts with","5.0 (interacts with) 46.0"
"51","-1","interacts with","5.0 (interacts with) 45.0","false","interacts with","5.0 (interacts with) 45.0"
"50","-1","interacts with","5.0 (interacts with) 16.0","false","interacts with","5.0 (interacts with) 16.0"
"49","-1","interacts with","5.0 (interacts with) 15.0","false","interacts with","5.0 (interacts with) 15.0"
"48","-1","interacts with","4.0 (interacts with) 83.0","false","interacts with","4.0 (interacts with) 83.0"
"47","-1","interacts with","4.0 (interacts with) 69.0","false","interacts with","4.0 (interacts with) 69.0"
"46","0","interacts with","4.0 (interacts with) 169.0","false","interacts with","4.0 (interacts with) 169.0"
"45","-1","interacts with","4.0 (interacts with) 113.0","false","interacts with","4.0 (interacts with) 113.0"
"44","-1","interacts with","4.0 (interacts with) 32.0","false","interacts with","4.0 (interacts with) 32.0"
"43","-1","interacts with","4.0 (interacts with) 119.0","false","interacts with","4.0 (interacts with) 119.0"
"42","-1","interacts with","4.0 (interacts with) 8.0","false","interacts with","4.0 (interacts with) 8.0"
"41","-1","interacts with","4.0 (interacts with) 201.0","false","interacts with","4.0 (interacts with) 201.0"
"40","0","interacts with","4.0 (interacts with) 67.0","false","interacts with","4.0 (interacts with) 67.0"
"39","-1","interacts with","4.0 (interacts with) 95.0","false","interacts with","4.0 (interacts with) 95.0"
"38","-1","interacts with","4.0 (interacts with) 86.0","false","interacts with","4.0 (interacts with) 86.0"
"37","-1","interacts with","4.0 (interacts with) 115.0","false","interacts with","4.0 (interacts with) 115.0"
"36","-1","interacts with","4.0 (interacts with) 215.0","false","interacts with","4.0 (interacts with) 215.0"
"35","-1","interacts with","4.0 (interacts with) 52.0","false","interacts with","4.0 (interacts with) 52.0"
"34","-1","interacts with","4.0 (interacts with) 350.0","false","interacts with","4.0 (interacts with) 350.0"
"33","-1","interacts with","4.0 (interacts with) 70.0","false","interacts with","4.0 (interacts with) 70.0"
"32","-1","interacts with","4.0 (interacts with) 323.0","false","interacts with","4.0 (interacts with) 323.0"
"31","-1","interacts with","4.0 (interacts with) 313.0","false","interacts with","4.0 (interacts with) 313.0"
"30","-1","interacts with","4.0 (interacts with) 166.0","false","interacts with","4.0 (interacts with) 166.0"
"29","0","interacts with","4.0 (interacts with) 165.0","false","interacts with","4.0 (interacts with) 165.0"
"28","0","interacts with","4.0 (interacts with) 154.0","false","interacts with","4.0 (interacts with) 154.0"
"27","-1","interacts with","4.0 (interacts with) 128.0","false","interacts with","4.0 (interacts with) 128.0"
"26","-1","interacts with","4.0 (interacts with) 127.0","false","interacts with","4.0 (interacts with) 127.0"
"25","0","interacts with","4.0 (interacts with) 126.0","false","interacts with","4.0 (interacts with) 126.0"
"24","-1","interacts with","4.0 (interacts with) 47.0","false","interacts with","4.0 (interacts with) 47.0"
"23","-1","interacts with","4.0 (interacts with) 46.0","false","interacts with","4.0 (interacts with) 46.0"
"22","-1","interacts with","4.0 (interacts with) 45.0","false","interacts with","4.0 (interacts with) 45.0"
"21","-1","interacts with","4.0 (interacts with) 44.0","false","interacts with","4.0 (interacts with) 44.0"
"20","-1","interacts with","4.0 (interacts with) 16.0","false","interacts with","4.0 (interacts with) 16.0"
"19","-1","interacts with","4.0 (interacts with) 15.0","false","interacts with","4.0 (interacts with) 15.0"
"18","-1","interacts with","4.0 (interacts with) 14.0","false","interacts with","4.0 (interacts with) 14.0"
"17","-1","interacts with","4.0 (interacts with) 13.0","false","interacts with","4.0 (interacts with) 13.0"
"16","-1","interacts with","4.0 (interacts with) 5.0","false","interacts with","4.0 (interacts with) 5.0"
"545","-1","interacts with","326.0 (interacts with) 240.0","false","interacts with","326.0 (interacts with) 240.0"
"499","-1","interacts with","98.0 (interacts with) 99.0","false","interacts with","98.0 (interacts with) 99.0"
"498","-1","interacts with","98.0 (interacts with) 97.0","false","interacts with","98.0 (interacts with) 97.0"
"497","-1","interacts with","98.0 (interacts with) 93.0","false","interacts with","98.0 (interacts with) 93.0"
"800","-1","interacts with","232.0 (interacts with) 260.0","false","interacts with","232.0 (interacts with) 260.0"
"15","-1","interacts with","1.0 (interacts with) 45.0","false","interacts with","1.0 (interacts with) 45.0"
"14","-1","interacts with","1.0 (interacts with) 30.0","false","interacts with","1.0 (interacts with) 30.0"
"13","-1","interacts with","1.0 (interacts with) 127.0","false","interacts with","1.0 (interacts with) 127.0"
"12","-1","interacts with","1.0 (interacts with) 86.0","false","interacts with","1.0 (interacts with) 86.0"
"11","-1","interacts with","1.0 (interacts with) 131.0","false","interacts with","1.0 (interacts with) 131.0"
"10","-1","interacts with","1.0 (interacts with) 113.0","false","interacts with","1.0 (interacts with) 113.0"
"9","12","interacts with","1.0 (interacts with) 16.0","false","interacts with","1.0 (interacts with) 16.0"
"8","-1","interacts with","1.0 (interacts with) 5.0","false","interacts with","1.0 (interacts with) 5.0"
"7","-1","interacts with","1.0 (interacts with) 4.0","false","interacts with","1.0 (interacts with) 4.0"
"141","-1","interacts with","297.0 (interacts with) 220.0","false","interacts with","297.0 (interacts with) 220.0"
"6","-1","interacts with","233.0 (interacts with) 326.0","false","interacts with","233.0 (interacts with) 326.0"
"5","-1","interacts with","233.0 (interacts with) 98.0","false","interacts with","233.0 (interacts with) 98.0"
"4","-1","interacts with","233.0 (interacts with) 232.0","false","interacts with","233.0 (interacts with) 232.0"
"3","-1","interacts with","233.0 (interacts with) 1.0","false","interacts with","233.0 (interacts with) 1.0"
"2","-1","interacts with","3.0 (interacts with) 297.0","false","interacts with","3.0 (interacts with) 297.0"
"1","-1","interacts with","2.0 (interacts with) 233.0","false","interacts with","2.0 (interacts with) 233.0"
"0","-1","interacts with","2.0 (interacts with) 3.0","false","interacts with","2.0 (interacts with) 3.0"
